일자|시간|구분,공급량
2019-01-19 10 A,2632.5399638592407
2019-01-19 11 A,2573.578173551
2019-01-19 12 A,2499.2343384770406
2019-01-19 13 A,2416.916143056841
2019-01-19 14 A,2325.551276913243
2019-01-19 15 A,2241.3068937298685
2019-01-19 16 A,2200.551582001543
2019-01-19 17 A,2232.4280821700604
2019-01-19 18 A,2327.0708970551805
2019-01-19 19 A,2432.9477420210665
2019-01-19 20 A,2489.8404038499225
2019-01-19 21 A,2469.350408627666
2019-01-19 22 A,2387.291954910368
2019-01-19 23 A,2279.6661962621815
2019-01-19 24 A,2168.8756149741334
2019-01-20 01 A,2054.4929174417257
2019-01-20 02 A,1935.7336735380457
2019-01-20 03 A,1838.4345036012903
2019-01-20 04 A,1812.9675552613508
2019-01-20 05 A,1898.373214586525
2019-01-20 06 A,2083.7042378976575
2019-01-20 07 A,2304.158668837311
2019-01-20 08 A,2479.3492109972367
2019-01-20 09 A,2562.664357654382
2019-01-20 10 A,2561.0964237144726
2019-01-20 11 A,2513.093916800172
2019-01-20 12 A,2450.2193069802506
2019-01-20 13 A,2379.8068966746587
2019-01-20 14 A,2300.7066454512405
2019-01-20 15 A,2229.0043233763145
2019-01-20 16 A,2200.9842178669346
2019-01-20 17 A,2245.7026207547306
2019-01-20 18 A,2353.2062342153176
2019-01-20 19 A,2471.874433456626
2019-01-20 20 A,2541.4009463839084
2019-01-20 21 A,2533.300341677981
2019-01-20 22 A,2463.3017726552252
2019-01-20 23 A,2367.3240522501546
2019-01-20 24 A,2267.690792274855
2019-01-21 01 A,2163.90002928833
2019-01-21 02 A,2055.097551305703
2019-01-21 03 A,1967.0557217499716
2019-01-21 04 A,1950.0885359897243
2019-01-21 05 A,2043.18484869439
2019-01-21 06 A,2235.352953021503
2019-01-21 07 A,2461.7538714636494
2019-01-21 08 A,2641.9710248574347
2019-01-21 09 A,2729.371578302118
2019-01-21 10 A,2730.9346068622012
2019-01-21 11 A,2685.103517028595
2019-01-21 12 A,2623.4437833544116
2019-01-21 13 A,2553.300702504669
2019-01-21 14 A,2473.5430213028285
2019-01-21 15 A,2400.2828150543546
2019-01-21 16 A,2369.837844626919
2019-01-21 17 A,2411.3046234489902
2019-01-21 18 A,2514.77633818812
2019-01-21 19 A,2628.6845668940623
2019-01-21 20 A,2692.7803613557153
2019-01-21 21 A,2678.640092169463
2019-01-21 22 A,2602.058511458635
2019-01-21 23 A,2499.023116512608
2019-01-21 24 A,2391.928555738272
2019-01-22 01 A,2280.3455076680793
2019-01-22 02 A,2163.49325574912
2019-01-22 03 A,2067.217763801692
2019-01-22 04 A,2041.9059958794255
2019-01-22 05 A,2126.6184268907964
2019-01-22 06 A,2310.432932851765
2019-01-22 07 A,2528.5774280421947
2019-01-22 08 A,2700.6989224947583
2019-01-22 09 A,2780.2243049984345
2019-01-22 10 A,2774.1880000710853
2019-01-22 11 A,2721.0839401588746
2019-01-22 12 A,2652.522916468441
2019-01-22 13 A,2575.8900143244496
2019-01-22 14 A,2490.0879921162164
2019-01-22 15 A,2411.2569819039763
2019-01-22 16 A,2375.7367410618763
2019-01-22 17 A,2412.63968597471
2019-01-22 18 A,2512.0688507262776
2019-01-22 19 A,2622.4597127678444
2019-01-22 20 A,2683.561449692813
2019-01-22 21 A,2666.9430222360256
2019-01-22 22 A,2588.3865343270127
2019-01-22 23 A,2483.8619485738964
2019-01-22 24 A,2375.7418932434857
2019-01-23 01 A,2263.570985354262
2019-01-23 02 A,2146.5388862915725
2019-01-23 03 A,2050.4588880338965
2019-01-23 04 A,2025.6827664268008
2019-01-23 05 A,2111.2338407943407
2019-01-23 06 A,2296.1514212204356
2019-01-23 07 A,2515.6240034173625
2019-01-23 08 A,2689.2588772909985
2019-01-23 09 A,2770.4434472627327
2019-01-23 10 A,2766.1734059603587
2019-01-23 11 A,2714.9051960382358
2019-01-23 12 A,2648.213817502361
2019-01-23 13 A,2573.4506809013055
2019-01-23 14 A,2489.487360521952
2019-01-23 15 A,2412.435621355953
2019-01-23 16 A,2378.6099456276197
2019-01-23 17 A,2417.1007870646863
2019-01-23 18 A,2517.992693751201
2019-01-23 19 A,2629.7062402804013
2019-01-23 20 A,2691.9793328488186
2019-01-23 21 A,2676.373282764527
2019-01-23 22 A,2598.6661002723404
2019-01-23 23 A,2494.8270890598205
2019-01-23 24 A,2387.231480052869
2019-01-24 01 A,2275.429532626437
2019-01-24 02 A,2158.6193235303563
2019-01-24 03 A,2062.625026223393
2019-01-24 04 A,2037.811422393784
2019-01-24 05 A,2123.2165903540244
2019-01-24 06 A,2307.8959577270302
2019-01-24 07 A,2527.055084764529
2019-01-24 08 A,2700.3188506688416
2019-01-24 09 A,2781.0923478486043
2019-01-24 10 A,2776.388632355811
2019-01-24 11 A,2724.6807717498623
2019-01-24 12 A,2657.5592543981893
2019-01-24 13 A,2582.389466708227
2019-01-24 14 A,2498.0550983530475
2019-01-24 15 A,2420.677854845282
2019-01-24 16 A,2386.579708111308
2019-01-24 17 A,2424.855917891997
2019-01-24 18 A,2525.5929685663755
2019-01-24 19 A,2637.210365362676
2019-01-24 20 A,2699.441856074218
2019-01-24 21 A,2683.8414754837368
2019-01-24 22 A,2606.176865388814
2019-01-24 23 A,2502.403950757884
2019-01-24 24 A,2394.8817100241604
2019-01-25 01 A,2283.141466225511
2019-01-25 02 A,2166.359917135349
2019-01-25 03 A,2070.337704145256
2019-01-25 04 A,2045.4142580417933
2019-01-25 05 A,2130.600862069494
2019-01-25 06 A,2314.9251148395533
2019-01-25 07 A,2533.5641538032687
2019-01-25 08 A,2706.114305990892
2019-01-25 09 A,2785.952464381463
2019-01-25 10 A,2780.0643315375264
2019-01-25 11 A,2726.8969649923692
2019-01-25 12 A,2658.0166812040925
2019-01-25 13 A,2580.7670175928215
2019-01-25 14 A,2494.0126056647387
2019-01-25 15 A,2413.859327637613
2019-01-25 16 A,2376.616980603043
2019-01-25 17 A,2411.3726747280325
2019-01-25 18 A,2508.209104036856
2019-01-25 19 A,2615.546628443536
2019-01-25 20 A,2673.1247280943253
2019-01-25 21 A,2652.5082230957178
2019-01-25 22 A,2569.480707938902
2019-01-25 23 A,2460.019278205854
2019-01-25 24 A,2346.5092857463796
2019-01-26 01 A,2228.5135475914576
2019-01-26 02 A,2105.2452265717275
2019-01-26 03 A,2002.5461837820758
2019-01-26 04 A,1970.8015424379348
2019-01-26 05 A,2049.072405689412
2019-01-26 06 A,2226.4399139932375
2019-01-26 07 A,2438.1380065949884
2019-01-26 08 A,2603.822558398836
2019-01-26 09 A,2676.9321958849587
2019-01-26 10 A,2664.5159396551526
2019-01-26 11 A,2605.0851146035384
2019-01-26 12 A,2530.270591554272
2019-01-26 13 A,2447.4800673299947
2019-01-26 14 A,2355.6412440099834
2019-01-26 15 A,2270.9212877873824
2019-01-26 16 A,2229.688799717388
2019-01-26 17 A,2261.0865328552086
2019-01-26 18 A,2355.249002681405
2019-01-26 19 A,2460.643937274858
2019-01-26 20 A,2517.053136180799
2019-01-26 21 A,2496.0781382971386
2019-01-26 22 A,2413.533155041401
2019-01-26 23 A,2305.419352892912
2019-01-26 24 A,2194.1392270815104
2019-01-27 01 A,2079.2654970262683
2019-01-27 02 A,1960.0137456442328
2019-01-27 03 A,1862.2206063745712
2019-01-27 04 A,1836.2582399805715
2019-01-27 05 A,1921.1670457277899
2019-01-27 06 A,2105.9997931658395
2019-01-27 07 A,2325.954539214733
2019-01-27 08 A,2500.644000786975
2019-01-27 09 A,2583.4566845211434
2019-01-27 10 A,2581.3849187298893
2019-01-27 11 A,2532.8772244838965
2019-01-27 12 A,2469.49608534058
2019-01-27 13 A,2398.5758172496285
2019-01-27 14 A,2318.966393350156
2019-01-27 15 A,2246.75359731739
2019-01-27 16 A,2218.22173021824
2019-01-27 17 A,2262.4270975723894
2019-01-27 18 A,2369.4164152815365
2019-01-27 19 A,2487.5690723174625
2019-01-27 20 A,2556.5788103864966
2019-01-27 21 A,2547.960212006209
2019-01-27 22 A,2477.4424443682374
2019-01-27 23 A,2380.944334314845
2019-01-27 24 A,2280.7895076013847
2019-01-28 01 A,2176.476014765234
2019-01-28 02 A,2067.1496578342458
2019-01-28 03 A,1978.5828142752723
2019-01-28 04 A,1961.0894935347092
2019-01-28 05 A,2053.658564391902
2019-01-28 06 A,2245.298334146113
2019-01-28 07 A,2471.169839461386
2019-01-28 08 A,2650.8565153699183
2019-01-28 09 A,2737.7255412256036
2019-01-28 10 A,2738.756006333281
2019-01-28 11 A,2692.3913314801694
2019-01-28 12 A,2630.1970055401835
2019-01-28 13 A,2559.518339523701
2019-01-28 14 A,2479.2240946274733
2019-01-28 15 A,2405.42636055665
2019-01-28 16 A,2374.442912604628
2019-01-28 17 A,2415.3702786509375
2019-01-28 18 A,2518.3016598381314
2019-01-28 19 A,2631.6686487106454
2019-01-28 20 A,2695.222311599212
2019-01-28 21 A,2680.539033627936
2019-01-28 22 A,2603.413581495602
2019-01-28 23 A,2499.833467081612
2019-01-28 24 A,2392.1933534068917
2019-01-29 01 A,2280.0639336359363
2019-01-29 02 A,2162.664505867926
2019-01-29 03 A,2065.8410485970758
2019-01-29 04 A,2039.9805405686018
2019-01-29 05 A,2124.1434714009024
2019-01-29 06 A,2307.407731836856
2019-01-29 07 A,2525.00125090256
2019-01-29 08 A,2696.5710533930214
2019-01-29 09 A,2775.544042873781
2019-01-29 10 A,2768.9546586573074
2019-01-29 11 A,2715.2968479985057
2019-01-29 12 A,2646.1814169267286
2019-01-29 13 A,2568.99346560322
2019-01-29 14 A,2482.6357672664267
2019-01-29 15 A,2403.2484688412396
2019-01-29 16 A,2367.171342574129
2019-01-29 17 A,2403.516819736554
2019-01-29 18 A,2502.3879493092886
2019-01-29 19 A,2612.2202236507196
2019-01-29 20 A,2672.7628352716824
2019-01-29 21 A,2655.584759831502
2019-01-29 22 A,2576.4681161956396
2019-01-29 23 A,2471.3828819162327
2019-01-29 24 A,2362.701700213738
2019-01-30 01 A,2249.9692030447586
2019-01-30 02 A,2132.375066777504
2019-01-30 03 A,2035.7325983532446
2019-01-30 04 A,2010.3935885875574
2019-01-30 05 A,2095.3813717888816
2019-01-30 06 A,2279.735273017901
2019-01-30 07 A,2498.643802973241
2019-01-30 08 A,2671.714266548693
2019-01-30 09 A,2752.3340831561136
2019-01-30 10 A,2747.4989604158877
2019-01-30 11 A,2695.665355973846
2019-01-30 12 A,2628.4082848284106
2019-01-30 13 A,2553.079172522662
2019-01-30 14 A,2468.549608334687
2019-01-30 15 A,2390.931372246466
2019-01-30 16 A,2356.5389614711416
2019-01-30 17 A,2394.4628447228606
